image_id,wind_speed,storm_id
efl_114,140,efl
efl_113,140,efl
efl_112,140,efl
efl_111,140,efl
efl_110,140,efl
psz_106,140,psz
psz_150,140,psz
fzw_007,140,fzw
ike_085,140,ike
efl_108,140,efl
efl_107,140,efl
efl_106,140,efl
efl_105,140,efl
gux_089,140,gux
zvv_070,140,zvv
xgr_003,140,xgr
fzw_029,140,fzw
wtz_078,140,wtz
wtz_079,140,wtz
wtz_080,140,wtz
wtz_081,140,wtz
wtz_082,140,wtz
fzw_008,140,fzw
wtz_083,140,wtz
fzw_006,140,fzw
rdc_072,140,rdc
fzw_001,140,fzw
fzw_000,140,fzw
fzw_005,140,fzw
fzw_003,140,fzw
fzw_004,140,fzw
fzw_002,140,fzw
azm_017,140,azm
rdc_071,139,rdc
azm_020,139,azm
fzw_017,139,fzw
fzw_018,139,fzw
azm_019,139,azm
fzw_026,139,fzw
ike_102,139,ike
psz_152,139,psz
rdc_089,139,rdc
tmv_110,139,tmv
azm_016,139,azm
psz_107,139,psz
zvv_072,139,zvv
vgg_035,139,vgg
pcq_034,139,pcq
azm_018,139,azm
zvv_071,139,zvv
efl_115,139,efl
psz_151,139,psz
vgg_034,139,vgg
eck_159,139,eck
ike_133,139,ike
fzw_028,139,fzw
xgr_002,139,xgr
fzw_016,139,fzw
azm_015,139,azm
psz_119,139,psz
psz_118,139,psz
psz_117,139,psz
zvv_069,139,zvv
ike_134,139,ike
xgr_037,139,xgr
azm_014,139,azm
fzw_027,139,fzw
pcq_030,139,pcq
eck_136,139,eck
zvv_074,138,zvv
zvv_073,138,zvv
vgg_036,138,vgg
xgr_001,138,xgr
psz_098,138,psz
zvv_067,138,zvv
tmv_111,138,tmv
zvv_068,138,zvv
gux_088,138,gux
efl_104,138,efl
azm_013,138,azm
fzw_024,138,fzw
azm_012,138,azm
psz_153,138,psz
eck_160,138,eck
ike_135,138,ike
azm_021,138,azm
eck_135,138,eck
fzw_025,138,fzw
fzw_015,138,fzw
vgg_033,138,vgg
pcq_033,138,pcq
psz_108,138,psz
psz_115,138,psz
pcq_029,138,pcq
vgg_032,138,vgg
psz_116,138,psz
fzw_014,138,fzw
tmv_089,138,tmv
vgg_031,137,vgg
psz_109,137,psz
tmv_112,137,tmv
fzw_013,137,fzw
zvv_066,137,zvv
zvv_075,137,zvv
pcq_032,137,pcq
xgr_038,137,xgr
eck_161,137,eck
ike_103,137,ike
psz_154,137,psz
psz_114,137,psz
fzw_023,137,fzw
ike_084,137,ike
vgg_037,137,vgg
rdc_046,137,rdc
azm_022,137,azm
efl_116,137,efl
vgg_038,137,vgg
zvv_076,137,zvv
efl_117,136,efl
ike_132,136,ike
pcq_028,136,pcq
efl_103,136,efl
rdc_045,136,rdc
fzw_021,136,fzw
ike_130,136,ike
tmv_113,136,tmv
fzw_012,136,fzw
fzw_011,136,fzw
xgr_000,136,xgr
zvv_065,136,zvv
tmv_088,136,tmv
fzw_010,136,fzw
xgr_039,136,xgr
rdc_090,136,rdc
ike_131,136,ike
gux_087,136,gux
zvv_078,136,zvv
vgg_039,136,vgg
psz_155,136,psz
pcq_053,136,pcq
fzw_022,136,fzw
psz_112,136,psz
psz_111,136,psz
psz_156,136,psz
vgg_030,136,vgg
eck_162,136,eck
pcq_031,136,pcq
eck_134,136,eck
psz_113,136,psz
zvv_077,136,zvv
fzw_020,136,fzw
psz_110,135,psz
fmv_040,135,fmv
fmv_039,135,fmv
zvv_080,135,zvv
tmx_075,135,tmx
fmv_041,135,fmv
tmx_076,135,tmx
tmx_080,135,tmx
zvv_079,135,zvv
tmx_077,135,tmx
tmx_078,135,tmx
tmx_079,135,tmx
tmx_081,135,tmx
tmx_082,135,tmx
tmx_083,135,tmx
tmx_084,135,tmx
tmx_085,135,tmx
wtz_084,135,wtz
psz_157,135,psz
psz_097,135,psz
fmv_038,135,fmv
fmv_043,135,fmv
wtz_085,135,wtz
imi_056,135,imi
dce_191,135,dce
ike_129,135,ike
fmv_045,135,fmv
fmv_046,135,fmv
fmv_047,135,fmv
fmv_048,135,fmv
fmv_049,135,fmv
dce_222,135,dce
ike_104,135,ike
fmv_042,135,fmv
dce_223,135,dce
dce_224,135,dce
dce_225,135,dce
dce_226,135,dce
dce_227,135,dce
wsy_149,135,wsy
wtz_086,135,wtz
gux_133,135,gux
efl_118,135,efl
woz_029,135,woz
dce_190,135,dce
fmv_044,135,fmv
dce_189,135,dce
azm_011,135,azm
wtz_087,135,wtz
wtz_088,135,wtz
wtz_089,135,wtz
xgr_040,135,xgr
dce_186,135,dce
dce_187,135,dce
dce_188,135,dce
imi_065,135,imi
imi_066,135,imi
imi_064,135,imi
imi_063,135,imi
imi_062,135,imi
imi_061,135,imi
imi_060,135,imi
imi_057,135,imi
imi_059,135,imi
imi_058,135,imi
fmv_050,134,fmv
wsy_151,134,wsy
gux_136,134,gux
woz_030,134,woz
woz_031,134,woz
zvv_082,134,zvv
xgr_041,134,xgr
wsy_150,134,wsy
fmv_051,134,fmv
rdc_091,134,rdc
zvv_081,134,zvv
woz_028,134,woz
gux_131,134,gux
azm_009,134,azm
azm_008,134,azm
imi_069,134,imi
imi_068,134,imi
zvv_064,134,zvv
imi_067,134,imi
tmx_074,134,tmx
tmx_086,134,tmx
tmx_087,134,tmx
tmv_114,134,tmv
imi_055,134,imi
gux_086,134,gux
azm_010,134,azm
gux_135,134,gux
vgg_029,134,vgg
gux_134,134,gux
eck_163,134,eck
efl_119,134,efl
vgg_040,134,vgg
efl_102,134,efl
ike_083,134,ike
rdc_044,134,rdc
tmv_087,134,tmv
gux_130,134,gux
gux_132,134,gux
fmv_053,133,fmv
vgg_027,133,vgg
zvv_084,133,zvv
zvv_083,133,zvv
zvv_062,133,zvv
zvv_063,133,zvv
pcq_027,133,pcq
gux_129,133,gux
vgg_041,133,vgg
gux_128,133,gux
fmv_037,133,fmv
vgg_028,133,vgg
eck_133,133,eck
gux_091,133,gux
gux_137,133,gux
fmv_052,133,fmv
rdc_043,133,rdc
azm_006,133,azm
wsy_152,133,wsy
wsy_148,133,wsy
woz_033,133,woz
woz_032,133,woz
woz_027,133,woz
imi_070,133,imi
ike_136,133,ike
woz_026,133,woz
wsy_153,133,wsy
azm_007,133,azm
tmx_073,133,tmx
tmx_088,133,tmx
tmx_089,133,tmx
ike_105,133,ike
eck_164,132,eck
wsy_155,132,wsy
woz_025,132,woz
tmv_115,132,tmv
zvv_085,132,zvv
zvv_086,132,zvv
woz_034,132,woz
efl_101,132,efl
wsy_147,132,wsy
rdc_042,132,rdc
gux_139,132,gux
imi_072,132,imi
zvv_061,132,zvv
imi_071,132,imi
gux_092,132,gux
gux_093,132,gux
vgg_026,132,vgg
azm_005,132,azm
vgg_042,132,vgg
vgg_043,132,vgg
woz_035,132,woz
fmv_054,132,fmv
fmv_055,132,fmv
gux_127,132,gux
tmx_090,132,tmx
wsy_154,132,wsy
psz_096,132,psz
gux_138,132,gux
gux_096,131,gux
efl_120,131,efl
imi_075,131,imi
imi_074,131,imi
wsy_157,131,wsy
wsy_156,131,wsy
pcq_026,131,pcq
imi_073,131,imi
xgr_042,131,xgr
gux_141,131,gux
zvv_060,131,zvv
rdc_041,131,rdc
gux_094,131,gux
gux_095,131,gux
gux_140,131,gux
tmv_116,131,tmv
azm_002,131,azm
azm_003,131,azm
azm_004,131,azm
vgg_044,131,vgg
fmv_036,131,fmv
woz_037,131,woz
woz_036,131,woz
fmv_056,131,fmv
fmv_057,131,fmv
ike_106,131,ike
gux_124,131,gux
gux_125,131,gux
gux_126,131,gux
eck_165,131,eck
vgg_025,131,vgg
eck_132,131,eck
tmx_072,131,tmx
woz_024,131,woz
zvv_087,131,zvv
zvv_088,131,zvv
gux_142,131,gux
gux_098,130,gux
hqw_159,130,hqw
sdt_105,130,sdt
sdt_104,130,sdt
sdt_103,130,sdt
sdt_102,130,sdt
sdt_101,130,sdt
sdt_100,130,sdt
sdt_099,130,sdt
hqw_160,130,hqw
gux_097,130,gux
sdt_107,130,sdt
hqw_161,130,hqw
hsq_148,130,hsq
hsq_147,130,hsq
tmx_071,130,tmx
sdt_106,130,sdt
wtz_090,130,wtz
sdt_108,130,sdt
gux_100,130,gux
wsy_159,130,wsy
wsy_158,130,wsy
zvv_090,130,zvv
hqw_151,130,hqw
hqw_152,130,hqw
hsq_151,130,hsq
hsq_150,130,hsq
hsq_149,130,hsq
hqw_156,130,hqw
wsy_146,130,wsy
hqw_157,130,hqw
dce_185,130,dce
dce_184,130,dce
dce_183,130,dce
dce_182,130,dce
xgr_043,130,xgr
rdc_040,130,rdc
hqw_158,130,hqw
wtz_091,130,wtz
gux_099,130,gux
xnq_055,130,xnq
gux_101,130,gux
gux_193,130,gux
gux_201,130,gux
gux_200,130,gux
gux_199,130,gux
gux_198,130,gux
gux_197,130,gux
gux_196,130,gux
gux_195,130,gux
gux_194,130,gux
gux_192,130,gux
gux_183,130,gux
gux_191,130,gux
gux_190,130,gux
gux_189,130,gux
gux_188,130,gux
gux_187,130,gux
gux_186,130,gux
gux_185,130,gux
gux_123,130,gux
gux_184,130,gux
fmv_058,130,fmv
qfa_031,130,qfa
tmx_091,130,tmx
hsq_146,130,hsq
dce_181,130,dce
dce_180,130,dce
gux_102,130,gux
gux_103,130,gux
gux_104,130,gux
gux_105,130,gux
azm_001,130,azm
hsq_145,130,hsq
gux_143,130,gux
hsq_144,130,hsq
hsq_143,130,hsq
hsq_142,130,hsq
hsq_141,130,hsq
woz_038,130,woz
hsq_140,130,hsq
hsq_139,130,hsq
hsq_138,130,hsq
zvv_089,130,zvv
sdt_109,130,sdt
imi_076,130,imi
wtz_094,130,wtz
grt_053,130,grt
jht_113,130,jht
wsy_238,130,wsy
efl_100,130,efl
wsy_218,130,wsy
wsy_219,130,wsy
wsy_220,130,wsy
wsy_221,130,wsy
wsy_222,130,wsy
wsy_223,130,wsy
wsy_224,130,wsy
wsy_225,130,wsy
wsy_226,130,wsy
wsy_227,130,wsy
wsy_228,130,wsy
wsy_229,130,wsy
wsy_230,130,wsy
wsy_231,130,wsy
wsy_232,130,wsy
wsy_233,130,wsy
wsy_234,130,wsy
wsy_235,130,wsy
wsy_239,130,wsy
wsy_236,130,wsy
wtz_095,130,wtz
wsy_237,130,wsy
efl_121,130,efl
pcq_054,130,pcq
wtz_092,130,wtz
hqw_150,130,hqw
wtz_093,130,wtz
tmx_070,129,tmx
hsq_153,129,hsq
gux_122,129,gux
woz_039,129,woz
woz_023,129,woz
efl_122,129,efl
ike_137,129,ike
zvv_091,129,zvv
gux_121,129,gux
qfa_032,129,qfa
gux_120,129,gux
qfa_033,129,qfa
zvv_092,129,zvv
grt_055,129,grt
hsq_152,129,hsq
fmv_035,129,fmv
tmx_093,129,tmx
imi_078,129,imi
psz_095,129,psz
gux_106,129,gux
eck_131,129,eck
wsy_161,129,wsy
wsy_160,129,wsy
imi_077,129,imi
wsy_240,129,wsy
azm_023,129,azm
vgg_024,129,vgg
wsy_241,129,wsy
tmx_092,129,tmx
qfa_030,129,qfa
vgg_045,129,vgg
xnq_056,129,xnq
gux_085,129,gux
fmv_059,129,fmv
wsy_217,129,wsy
sdt_110,129,sdt
grt_054,129,grt
gux_146,129,gux
frv_086,129,frv
xgr_044,129,xgr
rdc_092,129,rdc
jht_112,129,jht
zvv_059,129,zvv
rdc_039,129,rdc
gux_145,129,gux
gux_202,129,gux
imi_079,129,imi
tmv_117,129,tmv
gux_181,129,gux
sdt_111,129,sdt
gux_182,129,gux
gux_180,129,gux
azm_024,129,azm
azm_025,129,azm
psz_158,129,psz
sdt_098,129,sdt
pcq_025,129,pcq
gux_144,129,gux
tmv_086,129,tmv
wsy_216,129,wsy
azm_026,128,azm
ike_082,128,ike
tmx_094,128,tmx
eck_130,128,eck
gux_147,128,gux
gux_118,128,gux
frv_087,128,frv
woz_022,128,woz
wsy_242,128,wsy
wsy_243,128,wsy
imi_080,128,imi
tmv_118,128,tmv
gux_119,128,gux
gux_178,128,gux
gux_179,128,gux
frv_085,128,frv
qfa_028,128,qfa
gux_107,128,gux
sdt_112,128,sdt
zvv_094,128,zvv
grt_056,128,grt
grt_057,128,grt
grt_052,128,grt
zvv_093,128,zvv
sdt_097,128,sdt
qfa_034,128,qfa
hsq_155,128,hsq
hsq_154,128,hsq
pcq_024,128,pcq
ike_128,128,ike
wsy_145,128,wsy
wsy_214,128,wsy
woz_021,128,woz
sdt_113,128,sdt
wsy_162,128,wsy
vgg_023,128,vgg
vgg_022,128,vgg
zvv_058,128,zvv
qfa_029,128,qfa
xnq_054,128,xnq
wsy_215,128,wsy
qfa_035,128,qfa
rdc_038,128,rdc
wsy_163,128,wsy
xnq_057,128,xnq
jht_114,127,jht
zvv_096,127,zvv
zvv_095,127,zvv
rdc_093,127,rdc
jht_111,127,jht
wsy_144,127,wsy
gux_117,127,gux
frv_084,127,frv
grt_058,127,grt
gux_149,127,gux
frv_088,127,frv
frv_089,127,frv
grt_059,127,grt
efl_123,127,efl
wsy_164,127,wsy
wsy_165,127,wsy
hsq_137,127,hsq
woz_020,127,woz
rdc_037,127,rdc
gux_148,127,gux
sdt_114,127,sdt
azm_027,127,azm
azm_028,127,azm
vgg_021,127,vgg
vgg_046,127,vgg
qfa_027,127,qfa
gux_108,127,gux
gux_109,127,gux
fmv_034,127,fmv
xnq_058,127,xnq
woz_040,127,woz
wsy_244,127,wsy
tmx_095,127,tmx
wsy_245,127,wsy
gux_084,127,gux
hsq_157,127,hsq
imi_082,127,imi
xgr_045,127,xgr
hsq_156,127,hsq
gux_177,127,gux
imi_081,127,imi
qfa_036,127,qfa
tmv_119,127,tmv
sdt_115,127,sdt
wsy_213,127,wsy
wsy_212,127,wsy
tmv_085,127,tmv
fmv_060,127,fmv
gux_175,126,gux
gux_174,126,gux
gux_176,126,gux
gux_151,126,gux
rdc_036,126,rdc
qfa_026,126,qfa
gux_152,126,gux
gux_150,126,gux
zvv_057,126,zvv
frv_090,126,frv
imi_085,126,imi
gux_116,126,gux
grt_060,126,grt
efl_124,126,efl
grt_051,126,grt
wsy_210,126,wsy
wsy_211,126,wsy
wsy_246,126,wsy
wsy_247,126,wsy
imi_083,126,imi
imi_084,126,imi
jht_110,126,jht
wsy_166,126,wsy
rdc_094,126,rdc
tmx_069,126,tmx
tmx_096,126,tmx
tmx_097,126,tmx
eck_129,126,eck
zvv_097,126,zvv
zvv_098,126,zvv
hsq_159,126,hsq
hsq_158,126,hsq
hsq_136,126,hsq
wsy_167,126,wsy
grt_061,126,grt
pcq_023,126,pcq
vgg_047,126,vgg
gux_115,126,gux
gux_114,126,gux
gux_112,126,gux
gux_111,126,gux
gux_110,126,gux
fmv_061,126,fmv
azm_031,126,azm
azm_030,126,azm
xgr_046,126,xgr
woz_041,126,woz
azm_029,126,azm
hsq_135,126,hsq
vgg_020,126,vgg
xnq_053,126,xnq
xnq_059,126,xnq
ike_107,126,ike
ike_127,126,ike
sdt_096,126,sdt
sdt_116,126,sdt
sdt_117,126,sdt
woz_019,126,woz
zvv_099,125,zvv
zvv_056,125,zvv
gmt_008,125,gmt
rdc_035,125,rdc
dft_135,125,dft
djm_091,125,djm
djm_090,125,djm
yry_287,125,yry
yry_288,125,yry
tmv_120,125,tmv
efl_099,125,efl
tmv_084,125,tmv
dft_139,125,dft
dft_138,125,dft
dft_137,125,dft
dft_136,125,dft
dft_134,125,dft
djm_093,125,djm
dft_133,125,dft
dft_132,125,dft
dft_131,125,dft
dft_130,125,dft
dft_129,125,dft
dce_233,125,dce
dce_232,125,dce
dce_231,125,dce
dce_230,125,dce
dce_229,125,dce
dce_228,125,dce
djm_092,125,djm
djm_094,125,djm
utl_105,125,utl
ykj_079,125,ykj
tmx_098,125,tmx
rpk_000,125,rpk
rpk_001,125,rpk
rpk_002,125,rpk
rpk_003,125,rpk
rpk_004,125,rpk
tmx_068,125,tmx
ykj_075,125,ykj
ykj_076,125,ykj
ykj_077,125,ykj
ykj_078,125,ykj
ykj_080,125,ykj
djm_095,125,djm
ykj_081,125,ykj
ykj_082,125,ykj
ykj_083,125,ykj
ykj_084,125,ykj
pug_278,125,pug
pug_279,125,pug
djm_100,125,djm
djm_099,125,djm
djm_098,125,djm
djm_097,125,djm
djm_096,125,djm
utl_104,125,utl
utl_106,125,utl
qfa_037,125,qfa
vni_001,125,vni
vgg_048,125,vgg
fmv_033,125,fmv
fmv_062,125,fmv
fpc_011,125,fpc
fpc_012,125,fpc
fpc_013,125,fpc
fpc_014,125,fpc
fpc_015,125,fpc
fpc_016,125,fpc
frv_083,125,frv
vni_000,125,vni
vni_002,125,vni
dce_175,125,dce
vni_003,125,vni
vni_004,125,vni
vni_005,125,vni
vni_006,125,vni
vni_007,125,vni
vni_008,125,vni
vni_009,125,vni
vni_010,125,vni
vni_011,125,vni
azm_032,125,azm
cti_070,125,cti
dce_174,125,dce
dce_176,125,dce
utl_107,125,utl
xtd_167,125,xtd
utl_108,125,utl
utl_109,125,utl
utl_110,125,utl
utl_111,125,utl
utl_112,125,utl
utl_113,125,utl
utl_114,125,utl
utl_115,125,utl
xtd_169,125,xtd
xtd_168,125,xtd
xtd_166,125,xtd
dce_177,125,dce
xtd_165,125,xtd
xtd_164,125,xtd
xtd_163,125,xtd
xtd_162,125,xtd
xtd_161,125,xtd
xtd_160,125,xtd
xtd_159,125,xtd
xnq_125,125,xnq
xnq_060,125,xnq
dce_179,125,dce
dce_178,125,dce
hcg_141,125,hcg
hcg_134,125,hcg
hcg_133,125,hcg
hcg_132,125,hcg
sdt_118,125,sdt
sdt_095,125,sdt
gux_203,125,gux
hcg_135,125,hcg
hcg_136,125,hcg
hcg_137,125,hcg
hcg_138,125,hcg
hcg_139,125,hcg
hcg_140,125,hcg
hcg_142,125,hcg
hqw_102,125,hqw
hqw_103,125,hqw
hqw_104,125,hqw
hqw_105,125,hqw
hqw_106,125,hqw
hqw_107,125,hqw
hqw_108,125,hqw
hqw_109,125,hqw
hqw_110,125,hqw
hqw_111,125,hqw
hqw_113,125,hqw
gux_159,125,gux
gux_164,125,gux
gux_163,125,gux
gux_162,125,gux
grt_062,125,grt
gux_161,125,gux
gux_160,125,gux
gux_158,125,gux
gux_157,125,gux
gux_156,125,gux
gux_155,125,gux
gux_154,125,gux
gux_153,125,gux
gux_113,125,gux
gux_165,125,gux
gux_166,125,gux
gux_167,125,gux
gux_168,125,gux
gux_169,125,gux
gux_170,125,gux
gux_171,125,gux
gux_172,125,gux
gux_173,125,gux
hqw_112,125,hqw
gux_083,125,gux
wsy_248,125,wsy
ike_081,125,ike
ijc_109,125,ijc
wsy_208,125,wsy
wsy_209,125,wsy
imi_086,125,imi
wsy_249,125,wsy
wsy_169,125,wsy
hsq_161,125,hsq
woz_042,125,woz
hsq_160,125,hsq
hsq_134,125,hsq
hsq_133,125,hsq
wsy_168,125,wsy
iaz_126,124,iaz
hsq_131,124,hsq
iaz_127,124,iaz
wsy_171,124,wsy
woz_043,124,woz
wsy_170,124,wsy
wsy_207,124,wsy
dft_128,124,dft
dft_140,124,dft
frv_091,124,frv
dft_141,124,dft
wsy_206,124,wsy
wsy_250,124,wsy
wsy_251,124,wsy
ijc_108,124,ijc
ijc_111,124,ijc
vni_012,124,vni
vni_013,124,vni
rdc_095,124,rdc
imi_089,124,imi
imi_088,124,imi
imi_087,124,imi
ike_138,124,ike
ike_108,124,ike
woz_018,124,woz
rdc_034,124,rdc
qfa_025,124,qfa
cti_069,124,cti
cti_071,124,cti
cti_072,124,cti
azm_035,124,azm
azm_034,124,azm
azm_033,124,azm
gux_205,124,gux
ijc_110,124,ijc
gux_204,124,gux
fmv_063,124,fmv
gux_206,124,gux
ykj_085,124,ykj
djm_089,124,djm
pcq_055,124,pcq
efl_125,124,efl
djm_101,124,djm
djm_102,124,djm
pug_281,124,pug
pug_280,124,pug
pug_277,124,pug
pug_276,124,pug
zvv_055,124,zvv
hcg_143,124,hcg
fpc_010,124,fpc
hcg_144,124,hcg
hcg_145,124,hcg
eck_166,124,eck
ykj_074,124,ykj
tmx_067,124,tmx
tmx_099,124,tmx
psz_159,124,psz
hsq_163,124,hsq
hsq_162,124,hsq
gmt_010,124,gmt
tmv_123,124,tmv
hcg_131,124,hcg
utl_102,124,utl
utl_103,124,utl
hsq_132,124,hsq
vgg_049,124,vgg
vgg_019,124,vgg
xnq_052,124,xnq
xnq_061,124,xnq
xnq_126,124,xnq
xnq_127,124,xnq
xnq_128,124,xnq
xtd_157,124,xtd
xtd_158,124,xtd
xtd_170,124,xtd
utl_117,124,utl
utl_116,124,utl
sdt_094,124,sdt
tmv_121,124,tmv
tmv_122,124,tmv
sdt_119,124,sdt
xgr_047,124,xgr
gmt_011,124,gmt
rpk_005,124,rpk
gmt_009,124,gmt
gmt_007,124,gmt
grt_063,124,grt
grt_050,124,grt
zvv_100,124,zvv
frv_092,123,frv
xnq_129,123,xnq
wsy_205,123,wsy
hcg_130,123,hcg
wsy_204,123,wsy
hcg_146,123,hcg
zvv_101,123,zvv
hsq_129,123,hsq
hsq_130,123,hsq
hsq_165,123,hsq
hsq_164,123,hsq
xnq_124,123,xnq
pug_282,123,pug
xtd_156,123,xtd
xtd_155,123,xtd
utl_101,123,utl
tmx_066,123,tmx
woz_016,123,woz
woz_017,123,woz
pcq_022,123,pcq
tmv_083,123,tmv
dft_142,123,dft
dft_143,123,dft
tmx_100,123,tmx
vni_015,123,vni
vni_014,123,vni
rdc_033,123,rdc
frv_082,123,frv
djm_103,123,djm
djm_104,123,djm
wsy_172,123,wsy
wsy_253,123,wsy
wsy_252,123,wsy
vgg_018,123,vgg
vgg_017,123,vgg
cti_074,123,cti
cti_073,123,cti
ijc_113,123,ijc
cti_068,123,cti
cti_067,123,cti
fmv_032,123,fmv
azm_036,123,azm
rpk_006,123,rpk
ijc_112,123,ijc
qfa_023,123,qfa
qfa_024,123,qfa
psz_094,123,psz
xnq_051,123,xnq
eck_167,123,eck
xnq_062,123,xnq
ijc_107,123,ijc
djm_087,123,djm
efl_098,123,efl
djm_088,123,djm
fpc_009,123,fpc
gux_207,123,gux
wsy_173,123,wsy
tmv_124,123,tmv
ykj_073,123,ykj
wsy_143,123,wsy
utl_118,123,utl
utl_119,123,utl
imi_090,123,imi
xtd_171,123,xtd
iaz_125,123,iaz
dft_127,123,dft
gux_082,123,gux
pug_275,123,pug
ykj_086,123,ykj
pug_274,123,pug
gmt_006,123,gmt
gmt_005,123,gmt
gmt_012,123,gmt
ike_126,123,ike
azm_037,122,azm
frv_081,122,frv
imi_092,122,imi
imi_091,122,imi
zvv_103,122,zvv
zvv_102,122,zvv
azm_038,122,azm
gmt_013,122,gmt
djm_106,122,djm
xnq_130,122,xnq
frv_093,122,frv
frv_094,122,frv
xnq_131,122,xnq
cti_066,122,cti
xnq_123,122,xnq
gux_208,122,gux
djm_105,122,djm
gmt_014,122,gmt
ijc_114,122,ijc
