image_id,wind_speed,storm_id
psz_129,144,psz
xgr_034,144,xgr
rdc_087,144,rdc
eck_155,144,eck
rdc_081,144,rdc
rdc_080,144,rdc
rdc_079,144,rdc
psz_148,144,psz
bcf_017,144,bcf
psz_103,144,psz
eck_138,143,eck
eck_156,143,eck
psz_104,143,psz
tmv_108,143,tmv
psz_126,143,psz
psz_125,143,psz
rdc_078,143,rdc
rdc_077,143,rdc
ike_086,143,ike
ike_099,143,ike
gux_090,142,gux
ike_100,142,ike
psz_124,142,psz
xgr_035,142,xgr
rdc_076,142,rdc
eck_157,142,eck
tmv_091,142,tmv
psz_149,142,psz
tmv_109,142,tmv
eck_158,141,eck
ike_101,141,ike
xgr_004,141,xgr
bcf_016,141,bcf
psz_122,141,psz
eck_137,141,eck
psz_099,141,psz
psz_105,141,psz
rdc_073,141,rdc
rdc_074,141,rdc
rdc_075,141,rdc
rdc_088,141,rdc
psz_121,141,psz
xgr_036,141,xgr
psz_123,141,psz
efl_109,140,efl
tmv_090,140,tmv
fzw_009,140,fzw
bcf_055,140,bcf
psz_120,140,psz
fzw_019,140,fzw
hqw_155,140,hqw
hqw_154,140,hqw
hqw_153,140,hqw
efl_114,140,efl
efl_113,140,efl
efl_112,140,efl
efl_111,140,efl
efl_110,140,efl
psz_106,140,psz
psz_150,140,psz
fzw_007,140,fzw
ike_085,140,ike
efl_108,140,efl
efl_107,140,efl
efl_106,140,efl
efl_105,140,efl
gux_089,140,gux
zvv_070,140,zvv
xgr_003,140,xgr
fzw_029,140,fzw
wtz_078,140,wtz
wtz_079,140,wtz
wtz_080,140,wtz
wtz_081,140,wtz
wtz_082,140,wtz
fzw_008,140,fzw
wtz_083,140,wtz
fzw_006,140,fzw
rdc_072,140,rdc
fzw_001,140,fzw
fzw_000,140,fzw
fzw_005,140,fzw
fzw_003,140,fzw
fzw_004,140,fzw
fzw_002,140,fzw
rdc_071,139,rdc
fzw_017,139,fzw
fzw_018,139,fzw
fzw_026,139,fzw
ike_102,139,ike
psz_152,139,psz
rdc_089,139,rdc
tmv_110,139,tmv
psz_107,139,psz
zvv_072,139,zvv
vgg_035,139,vgg
zvv_071,139,zvv
efl_115,139,efl
psz_151,139,psz
vgg_034,139,vgg
eck_159,139,eck
ike_133,139,ike
fzw_028,139,fzw
xgr_002,139,xgr
fzw_016,139,fzw
psz_119,139,psz
psz_118,139,psz
psz_117,139,psz
zvv_069,139,zvv
ike_134,139,ike
xgr_037,139,xgr
fzw_027,139,fzw
eck_136,139,eck
zvv_074,138,zvv
zvv_073,138,zvv
vgg_036,138,vgg
xgr_001,138,xgr
psz_098,138,psz
zvv_067,138,zvv
tmv_111,138,tmv
zvv_068,138,zvv
gux_088,138,gux
efl_104,138,efl
fzw_024,138,fzw
psz_153,138,psz
eck_160,138,eck
ike_135,138,ike
eck_135,138,eck
fzw_025,138,fzw
bcf_015,138,bcf
fzw_015,138,fzw
vgg_033,138,vgg
psz_108,138,psz
psz_115,138,psz
vgg_032,138,vgg
psz_116,138,psz
fzw_014,138,fzw
tmv_089,138,tmv
vgg_031,137,vgg
psz_109,137,psz
tmv_112,137,tmv
fzw_013,137,fzw
zvv_066,137,zvv
zvv_075,137,zvv
xgr_038,137,xgr
eck_161,137,eck
ike_103,137,ike
psz_154,137,psz
psz_114,137,psz
fzw_023,137,fzw
ike_084,137,ike
vgg_037,137,vgg
rdc_046,137,rdc
efl_116,137,efl
vgg_038,137,vgg
zvv_076,137,zvv
efl_117,136,efl
ike_132,136,ike
efl_103,136,efl
rdc_045,136,rdc
fzw_021,136,fzw
ike_130,136,ike
tmv_113,136,tmv
fzw_012,136,fzw
fzw_011,136,fzw
xgr_000,136,xgr
zvv_065,136,zvv
tmv_088,136,tmv
fzw_010,136,fzw
xgr_039,136,xgr
rdc_090,136,rdc
ike_131,136,ike
gux_087,136,gux
zvv_078,136,zvv
vgg_039,136,vgg
psz_155,136,psz
fzw_022,136,fzw
psz_112,136,psz
psz_111,136,psz
psz_156,136,psz
vgg_030,136,vgg
eck_162,136,eck
eck_134,136,eck
psz_113,136,psz
zvv_077,136,zvv
fzw_020,136,fzw
psz_110,135,psz
fmv_040,135,fmv
fmv_039,135,fmv
zvv_080,135,zvv
tmx_075,135,tmx
fmv_041,135,fmv
tmx_076,135,tmx
tmx_080,135,tmx
zvv_079,135,zvv
tmx_077,135,tmx
tmx_078,135,tmx
tmx_079,135,tmx
tmx_081,135,tmx
tmx_082,135,tmx
tmx_083,135,tmx
tmx_084,135,tmx
tmx_085,135,tmx
wtz_084,135,wtz
psz_157,135,psz
psz_097,135,psz
bcf_056,135,bcf
fmv_038,135,fmv
fmv_043,135,fmv
wtz_085,135,wtz
imi_056,135,imi
dce_191,135,dce
ike_129,135,ike
fmv_045,135,fmv
fmv_046,135,fmv
bcf_014,135,bcf
fmv_047,135,fmv
fmv_048,135,fmv
fmv_049,135,fmv
dce_222,135,dce
ike_104,135,ike
fmv_042,135,fmv
dce_223,135,dce
dce_224,135,dce
dce_225,135,dce
dce_226,135,dce
dce_227,135,dce
wtz_086,135,wtz
gux_133,135,gux
efl_118,135,efl
woz_029,135,woz
dce_190,135,dce
fmv_044,135,fmv
dce_189,135,dce
wtz_087,135,wtz
wtz_088,135,wtz
wtz_089,135,wtz
xgr_040,135,xgr
dce_186,135,dce
dce_187,135,dce
dce_188,135,dce
imi_065,135,imi
imi_066,135,imi
imi_064,135,imi
imi_063,135,imi
imi_062,135,imi
imi_061,135,imi
imi_060,135,imi
imi_057,135,imi
imi_059,135,imi
imi_058,135,imi
fmv_050,134,fmv
gux_136,134,gux
woz_030,134,woz
woz_031,134,woz
zvv_082,134,zvv
xgr_041,134,xgr
fmv_051,134,fmv
rdc_091,134,rdc
zvv_081,134,zvv
woz_028,134,woz
gux_131,134,gux
imi_069,134,imi
imi_068,134,imi
zvv_064,134,zvv
imi_067,134,imi
tmx_074,134,tmx
tmx_086,134,tmx
tmx_087,134,tmx
tmv_114,134,tmv
imi_055,134,imi
gux_086,134,gux
gux_135,134,gux
vgg_029,134,vgg
gux_134,134,gux
eck_163,134,eck
efl_119,134,efl
vgg_040,134,vgg
efl_102,134,efl
ike_083,134,ike
rdc_044,134,rdc
tmv_087,134,tmv
gux_130,134,gux
gux_132,134,gux
fmv_053,133,fmv
vgg_027,133,vgg
zvv_084,133,zvv
zvv_083,133,zvv
zvv_062,133,zvv
zvv_063,133,zvv
gux_129,133,gux
vgg_041,133,vgg
gux_128,133,gux
fmv_037,133,fmv
vgg_028,133,vgg
eck_133,133,eck
gux_091,133,gux
gux_137,133,gux
fmv_052,133,fmv
rdc_043,133,rdc
woz_033,133,woz
woz_032,133,woz
woz_027,133,woz
imi_070,133,imi
ike_136,133,ike
woz_026,133,woz
tmx_073,133,tmx
tmx_088,133,tmx
tmx_089,133,tmx
ike_105,133,ike
eck_164,132,eck
woz_025,132,woz
tmv_115,132,tmv
zvv_085,132,zvv
zvv_086,132,zvv
woz_034,132,woz
efl_101,132,efl
rdc_042,132,rdc
gux_139,132,gux
imi_072,132,imi
zvv_061,132,zvv
imi_071,132,imi
gux_092,132,gux
gux_093,132,gux
vgg_026,132,vgg
vgg_042,132,vgg
vgg_043,132,vgg
woz_035,132,woz
fmv_054,132,fmv
fmv_055,132,fmv
gux_127,132,gux
tmx_090,132,tmx
psz_096,132,psz
gux_138,132,gux
gux_096,131,gux
efl_120,131,efl
imi_075,131,imi
imi_074,131,imi
imi_073,131,imi
xgr_042,131,xgr
gux_141,131,gux
zvv_060,131,zvv
rdc_041,131,rdc
gux_094,131,gux
gux_095,131,gux
gux_140,131,gux
tmv_116,131,tmv
vgg_044,131,vgg
fmv_036,131,fmv
woz_037,131,woz
woz_036,131,woz
fmv_056,131,fmv
fmv_057,131,fmv
ike_106,131,ike
gux_124,131,gux
gux_125,131,gux
gux_126,131,gux
eck_165,131,eck
vgg_025,131,vgg
eck_132,131,eck
tmx_072,131,tmx
woz_024,131,woz
zvv_087,131,zvv
zvv_088,131,zvv
gux_142,131,gux
gux_098,130,gux
hqw_159,130,hqw
sdt_105,130,sdt
sdt_104,130,sdt
sdt_103,130,sdt
sdt_102,130,sdt
sdt_101,130,sdt
sdt_100,130,sdt
sdt_099,130,sdt
hqw_160,130,hqw
gux_097,130,gux
sdt_107,130,sdt
hqw_161,130,hqw
bcf_013,130,bcf
hsq_148,130,hsq
hsq_147,130,hsq
tmx_071,130,tmx
sdt_106,130,sdt
wtz_090,130,wtz
sdt_108,130,sdt
gux_100,130,gux
zvv_090,130,zvv
hqw_151,130,hqw
hqw_152,130,hqw
hsq_151,130,hsq
hsq_150,130,hsq
hsq_149,130,hsq
hqw_156,130,hqw
hqw_157,130,hqw
dce_185,130,dce
dce_184,130,dce
dce_183,130,dce
dce_182,130,dce
xgr_043,130,xgr
rdc_040,130,rdc
hqw_158,130,hqw
wtz_091,130,wtz
gux_099,130,gux
gux_101,130,gux
gux_193,130,gux
gux_201,130,gux
gux_200,130,gux
gux_199,130,gux
gux_198,130,gux
gux_197,130,gux
gux_196,130,gux
gux_195,130,gux
gux_194,130,gux
gux_192,130,gux
gux_183,130,gux
gux_191,130,gux
gux_190,130,gux
gux_189,130,gux
gux_188,130,gux
gux_187,130,gux
gux_186,130,gux
gux_185,130,gux
gux_123,130,gux
gux_184,130,gux
fmv_058,130,fmv
qfa_031,130,qfa
tmx_091,130,tmx
hsq_146,130,hsq
dce_181,130,dce
dce_180,130,dce
gux_102,130,gux
gux_103,130,gux
gux_104,130,gux
gux_105,130,gux
hsq_145,130,hsq
gux_143,130,gux
hsq_144,130,hsq
hsq_143,130,hsq
hsq_142,130,hsq
hsq_141,130,hsq
woz_038,130,woz
hsq_140,130,hsq
hsq_139,130,hsq
hsq_138,130,hsq
zvv_089,130,zvv
sdt_109,130,sdt
imi_076,130,imi
wtz_094,130,wtz
grt_053,130,grt
jht_113,130,jht
bcf_057,130,bcf
efl_100,130,efl
wtz_095,130,wtz
efl_121,130,efl
wtz_092,130,wtz
hqw_150,130,hqw
wtz_093,130,wtz
tmx_070,129,tmx
hsq_153,129,hsq
gux_122,129,gux
woz_039,129,woz
woz_023,129,woz
efl_122,129,efl
ike_137,129,ike
zvv_091,129,zvv
gux_121,129,gux
qfa_032,129,qfa
gux_120,129,gux
qfa_033,129,qfa
zvv_092,129,zvv
grt_055,129,grt
hsq_152,129,hsq
fmv_035,129,fmv
tmx_093,129,tmx
imi_078,129,imi
psz_095,129,psz
gux_106,129,gux
eck_131,129,eck
imi_077,129,imi
vgg_024,129,vgg
tmx_092,129,tmx
qfa_030,129,qfa
vgg_045,129,vgg
gux_085,129,gux
fmv_059,129,fmv
sdt_110,129,sdt
grt_054,129,grt
gux_146,129,gux
frv_086,129,frv
xgr_044,129,xgr
rdc_092,129,rdc
jht_112,129,jht
zvv_059,129,zvv
rdc_039,129,rdc
gux_145,129,gux
gux_202,129,gux
imi_079,129,imi
tmv_117,129,tmv
gux_181,129,gux
sdt_111,129,sdt
gux_182,129,gux
gux_180,129,gux
psz_158,129,psz
sdt_098,129,sdt
gux_144,129,gux
tmv_086,129,tmv
ike_082,128,ike
tmx_094,128,tmx
eck_130,128,eck
gux_147,128,gux
gux_118,128,gux
frv_087,128,frv
woz_022,128,woz
imi_080,128,imi
tmv_118,128,tmv
gux_119,128,gux
gux_178,128,gux
gux_179,128,gux
frv_085,128,frv
qfa_028,128,qfa
gux_107,128,gux
sdt_112,128,sdt
zvv_094,128,zvv
grt_056,128,grt
grt_057,128,grt
grt_052,128,grt
zvv_093,128,zvv
sdt_097,128,sdt
qfa_034,128,qfa
hsq_155,128,hsq
hsq_154,128,hsq
ike_128,128,ike
woz_021,128,woz
sdt_113,128,sdt
vgg_023,128,vgg
vgg_022,128,vgg
zvv_058,128,zvv
qfa_029,128,qfa
qfa_035,128,qfa
rdc_038,128,rdc
jht_114,127,jht
zvv_096,127,zvv
zvv_095,127,zvv
rdc_093,127,rdc
jht_111,127,jht
gux_117,127,gux
frv_084,127,frv
grt_058,127,grt
gux_149,127,gux
frv_088,127,frv
frv_089,127,frv
grt_059,127,grt
efl_123,127,efl
hsq_137,127,hsq
woz_020,127,woz
rdc_037,127,rdc
gux_148,127,gux
sdt_114,127,sdt
vgg_021,127,vgg
vgg_046,127,vgg
qfa_027,127,qfa
gux_108,127,gux
gux_109,127,gux
fmv_034,127,fmv
woz_040,127,woz
tmx_095,127,tmx
gux_084,127,gux
hsq_157,127,hsq
imi_082,127,imi
xgr_045,127,xgr
hsq_156,127,hsq
gux_177,127,gux
imi_081,127,imi
qfa_036,127,qfa
tmv_119,127,tmv
sdt_115,127,sdt
tmv_085,127,tmv
fmv_060,127,fmv
gux_175,126,gux
gux_174,126,gux
gux_176,126,gux
gux_151,126,gux
rdc_036,126,rdc
qfa_026,126,qfa
gux_152,126,gux
gux_150,126,gux
zvv_057,126,zvv
frv_090,126,frv
imi_085,126,imi
gux_116,126,gux
grt_060,126,grt
efl_124,126,efl
grt_051,126,grt
imi_083,126,imi
imi_084,126,imi
jht_110,126,jht
rdc_094,126,rdc
tmx_069,126,tmx
tmx_096,126,tmx
tmx_097,126,tmx
eck_129,126,eck
zvv_097,126,zvv
zvv_098,126,zvv
hsq_159,126,hsq
hsq_158,126,hsq
hsq_136,126,hsq
grt_061,126,grt
vgg_047,126,vgg
gux_115,126,gux
gux_114,126,gux
gux_112,126,gux
gux_111,126,gux
gux_110,126,gux
fmv_061,126,fmv
xgr_046,126,xgr
woz_041,126,woz
hsq_135,126,hsq
vgg_020,126,vgg
ike_107,126,ike
ike_127,126,ike
sdt_096,126,sdt
sdt_116,126,sdt
sdt_117,126,sdt
woz_019,126,woz
zvv_099,125,zvv
meg_094,125,meg
meg_093,125,meg
meg_092,125,meg
zvv_056,125,zvv
gmt_008,125,gmt
rdc_035,125,rdc
dft_135,125,dft
djm_091,125,djm
djm_090,125,djm
tmv_120,125,tmv
efl_099,125,efl
tmv_084,125,tmv
dft_139,125,dft
dft_138,125,dft
dft_137,125,dft
dft_136,125,dft
dft_134,125,dft
djm_093,125,djm
dft_133,125,dft
dft_132,125,dft
dft_131,125,dft
dft_130,125,dft
dft_129,125,dft
dce_233,125,dce
dce_232,125,dce
dce_231,125,dce
dce_230,125,dce
dce_229,125,dce
dce_228,125,dce
djm_092,125,djm
djm_094,125,djm
utl_105,125,utl
ykj_079,125,ykj
tmx_098,125,tmx
rpk_000,125,rpk
rpk_001,125,rpk
rpk_002,125,rpk
rpk_003,125,rpk
rpk_004,125,rpk
tmx_068,125,tmx
ykj_075,125,ykj
ykj_076,125,ykj
ykj_077,125,ykj
ykj_078,125,ykj
ykj_080,125,ykj
djm_095,125,djm
ykj_081,125,ykj
ykj_082,125,ykj
ykj_083,125,ykj
ykj_084,125,ykj
pug_278,125,pug
pug_279,125,pug
djm_100,125,djm
djm_099,125,djm
djm_098,125,djm
djm_097,125,djm
djm_096,125,djm
utl_104,125,utl
utl_106,125,utl
qfa_037,125,qfa
vni_001,125,vni
vgg_048,125,vgg
fmv_033,125,fmv
fmv_062,125,fmv
fpc_011,125,fpc
fpc_012,125,fpc
fpc_013,125,fpc
fpc_014,125,fpc
fpc_015,125,fpc
fpc_016,125,fpc
frv_083,125,frv
vni_000,125,vni
vni_002,125,vni
dce_175,125,dce
vni_003,125,vni
vni_004,125,vni
vni_005,125,vni
vni_006,125,vni
vni_007,125,vni
vni_008,125,vni
vni_009,125,vni
vni_010,125,vni
vni_011,125,vni
cti_070,125,cti
dce_174,125,dce
dce_176,125,dce
utl_107,125,utl
xtd_167,125,xtd
utl_108,125,utl
utl_109,125,utl
utl_110,125,utl
utl_111,125,utl
utl_112,125,utl
utl_113,125,utl
utl_114,125,utl
utl_115,125,utl
eoi_258,125,eoi
xtd_169,125,xtd
xtd_168,125,xtd
xtd_166,125,xtd
dce_177,125,dce
xtd_165,125,xtd
xtd_164,125,xtd
xtd_163,125,xtd
xtd_162,125,xtd
xtd_161,125,xtd
xtd_160,125,xtd
xtd_159,125,xtd
dce_179,125,dce
dce_178,125,dce
meg_047,125,meg
snk_046,125,snk
hcg_141,125,hcg
snk_048,125,snk
hcg_134,125,hcg
hcg_133,125,hcg
hcg_132,125,hcg
sdt_118,125,sdt
sdt_095,125,sdt
gux_203,125,gux
snk_049,125,snk
snk_057,125,snk
snk_050,125,snk
snk_051,125,snk
snk_052,125,snk
snk_053,125,snk
snk_054,125,snk
snk_055,125,snk
hcg_135,125,hcg
hcg_136,125,hcg
hcg_137,125,hcg
hcg_138,125,hcg
hcg_139,125,hcg
hcg_140,125,hcg
hcg_142,125,hcg
hqw_102,125,hqw
hqw_103,125,hqw
hqw_104,125,hqw
hqw_105,125,hqw
hqw_106,125,hqw
hqw_107,125,hqw
hqw_108,125,hqw
hqw_109,125,hqw
hqw_110,125,hqw
hqw_111,125,hqw
snk_056,125,snk
snk_058,125,snk
hqw_113,125,hqw
gux_159,125,gux
gux_164,125,gux
gux_163,125,gux
gux_162,125,gux
grt_062,125,grt
gux_161,125,gux
gux_160,125,gux
gux_158,125,gux
snk_059,125,snk
gux_157,125,gux
gux_156,125,gux
gux_155,125,gux
gux_154,125,gux
gux_153,125,gux
gux_113,125,gux
gux_165,125,gux
gux_166,125,gux
gux_167,125,gux
gux_168,125,gux
gux_169,125,gux
gux_170,125,gux
gux_171,125,gux
gux_172,125,gux
gux_173,125,gux
snk_067,125,snk
snk_066,125,snk
snk_065,125,snk
snk_064,125,snk
snk_063,125,snk
snk_062,125,snk
snk_061,125,snk
snk_060,125,snk
hqw_112,125,hqw
gux_083,125,gux
snk_044,125,snk
ike_081,125,ike
ijc_109,125,ijc
snk_043,125,snk
snk_047,125,snk
imi_086,125,imi
snk_045,125,snk
hsq_161,125,hsq
woz_042,125,woz
hsq_160,125,hsq
hsq_134,125,hsq
hsq_133,125,hsq
hsq_131,124,hsq
woz_043,124,woz
dft_128,124,dft
dft_140,124,dft
frv_091,124,frv
dft_141,124,dft
ijc_108,124,ijc
ijc_111,124,ijc
vni_012,124,vni
vni_013,124,vni
rdc_095,124,rdc
imi_089,124,imi
imi_088,124,imi
imi_087,124,imi
ike_138,124,ike
bcf_012,124,bcf
ike_108,124,ike
woz_018,124,woz
rdc_034,124,rdc
qfa_025,124,qfa
cti_069,124,cti
cti_071,124,cti
cti_072,124,cti
gux_205,124,gux
ijc_110,124,ijc
snk_068,124,snk
gux_204,124,gux
fmv_063,124,fmv
gux_206,124,gux
ykj_085,124,ykj
djm_089,124,djm
efl_125,124,efl
djm_101,124,djm
djm_102,124,djm
pug_281,124,pug
pug_280,124,pug
pug_277,124,pug
pug_276,124,pug
zvv_055,124,zvv
hcg_143,124,hcg
fpc_010,124,fpc
hcg_144,124,hcg
hcg_145,124,hcg
eck_166,124,eck
ykj_074,124,ykj
tmx_067,124,tmx
tmx_099,124,tmx
psz_159,124,psz
hsq_163,124,hsq
hsq_162,124,hsq
gmt_010,124,gmt
tmv_123,124,tmv
hcg_131,124,hcg
utl_102,124,utl
utl_103,124,utl
hsq_132,124,hsq
vgg_049,124,vgg
vgg_019,124,vgg
xtd_157,124,xtd
xtd_158,124,xtd
xtd_170,124,xtd
eoi_259,124,eoi
eoi_257,124,eoi
eoi_256,124,eoi
utl_117,124,utl
utl_116,124,utl
sdt_094,124,sdt
tmv_121,124,tmv
tmv_122,124,tmv
sdt_119,124,sdt
xgr_047,124,xgr
gmt_011,124,gmt
rpk_005,124,rpk
gmt_009,124,gmt
gmt_007,124,gmt
grt_063,124,grt
meg_044,124,meg
meg_045,124,meg
grt_050,124,grt
zvv_100,124,zvv
meg_046,124,meg
frv_092,123,frv
hcg_130,123,hcg
hcg_146,123,hcg
zvv_101,123,zvv
hsq_129,123,hsq
hsq_130,123,hsq
hsq_165,123,hsq
hsq_164,123,hsq
pug_282,123,pug
xtd_156,123,xtd
xtd_155,123,xtd
utl_101,123,utl
tmx_066,123,tmx
woz_016,123,woz
woz_017,123,woz
tmv_083,123,tmv
dft_142,123,dft
dft_143,123,dft
tmx_100,123,tmx
vni_015,123,vni
vni_014,123,vni
rdc_033,123,rdc
frv_082,123,frv
djm_103,123,djm
djm_104,123,djm
vgg_018,123,vgg
vgg_017,123,vgg
cti_074,123,cti
cti_073,123,cti
ijc_113,123,ijc
cti_068,123,cti
cti_067,123,cti
fmv_032,123,fmv
rpk_006,123,rpk
ijc_112,123,ijc
meg_091,123,meg
meg_090,123,meg
meg_042,123,meg
meg_043,123,meg
qfa_023,123,qfa
qfa_024,123,qfa
psz_094,123,psz
eck_167,123,eck
ijc_107,123,ijc
djm_087,123,djm
efl_098,123,efl
djm_088,123,djm
fpc_009,123,fpc
gux_207,123,gux
tmv_124,123,tmv
ykj_073,123,ykj
utl_118,123,utl
utl_119,123,utl
eoi_255,123,eoi
snk_069,123,snk
eoi_260,123,eoi
imi_090,123,imi
xtd_171,123,xtd
eoi_254,123,eoi
dft_127,123,dft
gux_082,123,gux
pug_275,123,pug
ykj_086,123,ykj
pug_274,123,pug
gmt_006,123,gmt
gmt_005,123,gmt
gmt_012,123,gmt
ike_126,123,ike
frv_081,122,frv
imi_092,122,imi
imi_091,122,imi
zvv_103,122,zvv
zvv_102,122,zvv
snk_071,122,snk
gmt_013,122,gmt
djm_106,122,djm
frv_093,122,frv
frv_094,122,frv
cti_066,122,cti
gux_208,122,gux
djm_105,122,djm
gmt_014,122,gmt
ijc_114,122,ijc
qfa_022,122,qfa
ijc_115,122,ijc
pug_273,122,pug
meg_089,122,meg
pug_272,122,pug
gux_209,122,gux
meg_049,122,meg
hcg_147,122,hcg
eoi_252,122,eoi
djm_086,122,djm
meg_048,122,meg
meg_041,122,meg
eoi_253,122,eoi
rpk_007,122,rpk
fpc_008,122,fpc
rpk_008,122,rpk
hcg_148,122,hcg
xgr_048,122,xgr
rdc_096,122,rdc
snk_070,122,snk
tmx_102,122,tmx
tmx_101,122,tmx
dft_145,122,dft
dft_144,122,dft
eoi_262,122,eoi
pug_284,122,pug
pug_283,122,pug
woz_015,122,woz
vni_016,122,vni
utl_100,122,utl
sdt_120,122,sdt
tmv_126,122,tmv
ike_080,122,ike
ike_109,122,ike
tmv_125,122,tmv
xtd_153,122,xtd
xtd_154,122,xtd
eoi_261,122,eoi
hsq_127,122,hsq
xtd_172,122,xtd
utl_120,122,utl
hsq_128,122,hsq
utl_121,122,utl
grt_064,122,grt
ykj_087,122,ykj
efl_126,122,efl
ykj_088,122,ykj
grt_049,122,grt
xtd_173,122,xtd
hcg_129,122,hcg
cti_075,122,cti
rdc_032,122,rdc
hsq_166,122,hsq
hsq_167,122,hsq
cti_076,122,cti
vgg_016,122,vgg
gmt_004,122,gmt
eoi_250,121,eoi
meg_040,121,meg
vgg_015,121,vgg
meg_095,121,meg
eoi_251,121,eoi
eoi_263,121,eoi
meg_096,121,meg
meg_039,121,meg
meg_052,121,meg
dft_146,121,dft
efl_127,121,efl
hcg_128,121,hcg
tmv_082,121,tmv
dft_147,121,dft
xtd_174,121,xtd
sdt_093,121,sdt
sdt_121,121,sdt
dft_126,121,dft
utl_098,121,utl
utl_099,121,utl
xtd_151,121,xtd
xtd_152,121,xtd
utl_122,121,utl
hcg_151,121,hcg
eck_168,121,eck
efl_097,121,efl
ijc_106,121,ijc
hcg_150,121,hcg
hcg_149,121,hcg
meg_050,121,meg
meg_051,121,meg
xgr_049,121,xgr
utl_123,121,utl
woz_044,121,woz
gux_081,121,gux
tmv_129,121,tmv
zvv_054,121,zvv
